y,Date,Close
2016,12/30/2016,39.060001
2016,12/29/2016,39.110001
2016,12/28/2016,39.099998
2016,12/27/2016,39.259998
2016,12/23/2016,39.240002
2016,12/22/2016,40.209999
2016,12/21/2016,40.23
2016,12/20/2016,40.310001
2016,12/19/2016,40.23
2016,12/16/2016,40.139999
2016,12/15/2016,40.189999
2016,12/14/2016,40.009998
2016,12/13/2016,40.32
2016,12/12/2016,40.099998
2016,12/9/2016,40.130001
2016,12/8/2016,39.98
2016,12/7/2016,39.950001
2016,12/6/2016,39.540001
2016,12/5/2016,39.450001
2016,12/2/2016,39.290001
2016,12/1/2016,39.27
2016,11/30/2016,39.23
2016,11/29/2016,39.18
2016,11/28/2016,39.119999
2016,11/25/2016,39.25
2016,11/23/2016,39.150002
2016,11/22/2016,39.16
2016,11/21/2016,39.139999
2016,11/18/2016,38.950001
2016,11/17/2016,39.040001
2016,11/16/2016,38.970001
2016,11/15/2016,39.080002
2016,11/14/2016,38.93
2016,11/11/2016,38.880001
2016,11/10/2016,38.959999
2016,11/9/2016,38.810001
2016,11/8/2016,38.529999
2016,11/7/2016,38.48
2016,11/4/2016,37.98
2016,11/3/2016,38.029999
2016,11/2/2016,38.130001
2016,11/1/2016,38.240002
2016,10/31/2016,38.380001
2016,10/28/2016,38.369999
2016,10/27/2016,38.48
2016,10/26/2016,38.540001
2016,10/25/2016,38.59
2016,10/24/2016,38.630001
2016,10/21/2016,38.57
2016,10/20/2016,38.580002
2016,10/19/2016,38.630001
2016,10/18/2016,38.610001
2016,10/17/2016,38.419998
2016,10/14/2016,38.470001
2016,10/13/2016,38.470001
2016,10/12/2016,38.509998
2016,10/11/2016,38.490002
2016,10/10/2016,38.799999
2016,10/7/2016,38.73
2016,10/6/2016,38.759998
2016,10/5/2016,38.790001
2016,10/4/2016,38.639999
2016,10/3/2016,38.75
2016,9/30/2016,38.830002
2016,9/29/2016,38.66
2016,9/28/2016,38.889999
2016,9/27/2016,38.720001
2016,9/26/2016,38.560001
2016,9/23/2016,38.810001
2016,9/22/2016,38.939999
2016,9/21/2016,38.759998
2016,9/20/2016,38.43
2016,9/19/2016,38.380001
2016,9/16/2016,38.369999
2016,9/15/2016,38.700001
2016,9/14/2016,38.450001
2016,9/13/2016,38.5
2016,9/12/2016,38.950001
2016,9/9/2016,38.639999
2016,9/8/2016,39.259998
2016,9/7/2016,39.330002
2016,9/6/2016,39.349998
2016,9/2/2016,39.259998
2016,9/1/2016,39.119999
2016,8/31/2016,39.130001
2016,8/30/2016,39.189999
2016,8/29/2016,39.209999
2016,8/26/2016,39.009998
2016,8/25/2016,39.060001
2016,8/24/2016,39.119999
2016,8/23/2016,39.220001
2016,8/22/2016,39.18
2016,8/19/2016,39.169998
2016,8/18/2016,39.259998
2016,8/17/2016,39.200001
2016,8/16/2016,39.110001
2016,8/15/2016,39.200001
2016,8/12/2016,39.169998
2016,8/11/2016,39.18
2016,8/10/2016,39.080002
2016,8/9/2016,39.139999
2016,8/8/2016,39.07
2016,8/5/2016,39.07
2016,8/4/2016,38.889999
2016,8/3/2016,38.860001
2016,8/2/2016,38.759998
2016,8/1/2016,38.919998
2016,7/29/2016,39.049999
2016,7/28/2016,38.939999
2016,7/27/2016,38.959999
2016,7/26/2016,38.939999
2016,7/25/2016,38.880001
2016,7/22/2016,38.990002
2016,7/21/2016,38.880001
2016,7/20/2016,38.959999
2016,7/19/2016,38.869999
2016,7/18/2016,38.91
2016,7/15/2016,38.869999
2016,7/14/2016,38.959999
2016,7/13/2016,38.860001
2016,7/12/2016,38.799999
2016,7/11/2016,38.639999
2016,7/8/2016,38.549999
2016,7/7/2016,38.139999
2016,7/6/2016,38.189999
2016,7/5/2016,38.07
2016,7/1/2016,38.23
2016,6/30/2016,38.139999
2016,6/29/2016,37.740002
2016,6/28/2016,37.330002
2016,6/27/2016,36.889999
2016,6/24/2016,37.200001
2016,6/23/2016,38.220001
2016,6/22/2016,37.860001
2016,6/21/2016,37.880001
2016,6/20/2016,37.790001
2016,6/17/2016,37.639999
2016,6/16/2016,37.689999
2016,6/15/2016,37.830002
2016,6/14/2016,37.860001
2016,6/13/2016,38.02
2016,6/10/2016,38.189999
2016,6/9/2016,38.43
2016,6/8/2016,38.529999
2016,6/7/2016,38.43
2016,6/6/2016,38.330002
2016,6/3/2016,38.23
2016,6/2/2016,38.23
2016,6/1/2016,38.130001
2016,5/31/2016,38.099998
2016,5/27/2016,38.130001
2016,5/26/2016,38.040001
2016,5/25/2016,38.029999
2016,5/24/2016,37.799999
2016,5/23/2016,37.5
2016,5/20/2016,37.560001
2016,5/19/2016,37.41
2016,5/18/2016,37.540001
2016,5/17/2016,37.509998
2016,5/16/2016,37.75
2016,5/13/2016,37.560001
2016,5/12/2016,37.75
2016,5/11/2016,37.75
2016,5/10/2016,37.900002
2016,5/9/2016,37.580002
2016,5/6/2016,37.59
2016,5/5/2016,37.580002
2016,5/4/2016,37.549999
2016,5/3/2016,37.740002
2016,5/2/2016,37.939999
2016,4/29/2016,37.799999
2016,4/28/2016,37.93
2016,4/27/2016,38.139999
2016,4/26/2016,38.009998
2016,4/25/2016,37.959999
2016,4/22/2016,38.040001
2016,4/21/2016,37.990002
2016,4/20/2016,38.139999
2016,4/19/2016,38.150002
2016,4/18/2016,37.959999
2016,4/15/2016,37.790001
2016,4/14/2016,37.790001
2016,4/13/2016,37.77
2016,4/12/2016,37.450001
2016,4/11/2016,37.189999
2016,4/8/2016,37.240002
2016,4/7/2016,37.119999
2016,4/6/2016,37.389999
2016,4/5/2016,37.119999
2016,4/4/2016,37.349998
2016,4/1/2016,37.380001
2016,3/31/2016,37.259998
2016,3/30/2016,37.299999
2016,3/29/2016,37.200001
2016,3/28/2016,36.939999
2016,3/24/2016,36.950001
2016,3/23/2016,36.970001
2016,3/22/2016,37.09
2016,3/21/2016,37.139999
2016,3/18/2016,37.16
2016,3/17/2016,37.009998
2016,3/16/2016,36.799999
2016,3/15/2016,36.889999
2016,3/14/2016,36.939999
2016,3/11/2016,36.959999
2016,3/10/2016,36.549999
2016,3/9/2016,36.580002
2016,3/8/2016,36.450001
2016,3/7/2016,36.639999
2016,3/4/2016,36.580002
2016,3/3/2016,36.490002
