y,Date,Close
2016,7/26/2016,28.76
2016,7/25/2016,28.719999
2016,7/22/2016,28.75
2016,7/21/2016,28.709999
2016,7/20/2016,28.74
2016,7/19/2016,28.67
2016,7/18/2016,28.709999
2016,7/15/2016,28.67
2016,7/14/2016,28.719999
2016,7/13/2016,28.639999
2016,7/12/2016,28.629999
2016,7/11/2016,28.49
2016,7/8/2016,28.389999
2016,7/7/2016,28.139999
2016,7/6/2016,28.15
2016,7/5/2016,28.1
2016,7/1/2016,28.25
2016,6/30/2016,28.17
2016,6/29/2016,27.950001
2016,6/28/2016,27.67
2016,6/27/2016,27.33
2016,6/24/2016,27.6
2016,6/23/2016,28.360001
2016,6/22/2016,28.110001
2016,6/21/2016,28.110001
2016,6/20/2016,28.059999
2016,6/17/2016,27.870001
2016,6/16/2016,27.860001
2016,6/15/2016,27.85
2016,6/14/2016,27.799999
2016,6/13/2016,27.9
2016,6/10/2016,28.07
2016,6/9/2016,28.32
2016,6/8/2016,28.4
2016,6/7/2016,28.32
2016,6/6/2016,28.23
2016,6/3/2016,28.15
2016,6/2/2016,28.07
2016,6/1/2016,28.02
2016,5/31/2016,27.99
2016,5/27/2016,28
2016,5/26/2016,27.959999
2016,5/25/2016,27.93
2016,5/24/2016,27.780001
2016,5/23/2016,27.59
2016,5/20/2016,27.620001
2016,5/19/2016,27.5
2016,5/18/2016,27.57
2016,5/17/2016,27.629999
2016,5/16/2016,27.75
2016,5/13/2016,27.620001
2016,5/12/2016,27.74
2016,5/11/2016,27.76
2016,5/10/2016,27.879999
2016,5/9/2016,27.68
2016,5/6/2016,27.68
2016,5/5/2016,27.65
2016,5/4/2016,27.65
2016,5/3/2016,27.780001
2016,5/2/2016,27.959999
2016,4/29/2016,27.860001
2016,4/28/2016,27.940001
2016,4/27/2016,28.049999
2016,4/26/2016,27.99
2016,4/25/2016,27.950001
2016,4/22/2016,28.01
2016,4/21/2016,28.02
2016,4/20/2016,28.110001
2016,4/19/2016,28.129999
2016,4/18/2016,27.99
2016,4/15/2016,27.91
2016,4/14/2016,27.9
2016,4/13/2016,27.9
2016,4/12/2016,27.68
2016,4/11/2016,27.52
2016,4/8/2016,27.530001
2016,4/7/2016,27.4
2016,4/6/2016,27.559999
2016,4/5/2016,27.4
2016,4/4/2016,27.59
2016,4/1/2016,27.629999
2016,3/31/2016,27.620001
2016,3/30/2016,27.65
2016,3/29/2016,27.57
2016,3/28/2016,27.34
2016,3/24/2016,27.299999
2016,3/23/2016,27.360001
2016,3/22/2016,27.469999
2016,3/21/2016,27.49
2016,3/18/2016,27.51
2016,3/17/2016,27.440001
2016,3/16/2016,27.26
2016,3/15/2016,27.110001
2016,3/14/2016,27.209999
2016,3/11/2016,27.209999
2016,3/10/2016,26.92
2016,3/9/2016,26.940001
2016,3/8/2016,26.889999
2016,3/7/2016,27.049999
2016,3/4/2016,27.02
2016,3/3/2016,26.940001
2016,3/2/2016,26.82
2016,3/1/2016,26.709999
2016,2/29/2016,26.370001
2016,2/26/2016,26.440001
2016,2/25/2016,26.48
2016,2/24/2016,26.280001
2016,2/23/2016,26.26
2016,2/22/2016,26.459999
2016,2/19/2016,26.24
2016,2/18/2016,26.25
2016,2/17/2016,26.27
2016,2/16/2016,26.01
2016,2/12/2016,25.73
2016,2/11/2016,25.530001
2016,2/10/2016,25.73
2016,2/9/2016,25.709999
2016,2/8/2016,25.790001
2016,2/5/2016,26
2016,2/4/2016,26.27
2016,2/3/2016,26.200001
2016,2/2/2016,26.120001
2016,2/1/2016,26.4
2016,1/29/2016,26.43
2016,1/28/2016,26.02
2016,1/27/2016,25.950001
2016,1/26/2016,26.059999
2016,1/25/2016,25.84
2016,1/22/2016,26.040001
2016,1/21/2016,25.67
2016,1/20/2016,25.629999
2016,1/19/2016,25.84
2016,1/15/2016,25.83
2016,1/14/2016,26.18
2016,1/13/2016,26.02
2016,1/12/2016,26.299999
2016,1/11/2016,26.190001
2016,1/8/2016,26.24
2016,1/7/2016,26.389999
2016,1/6/2016,26.73
2016,1/5/2016,26.92
2016,1/4/2016,26.91
2015,12/31/2015,27.15
2015,12/30/2015,27.280001
2015,12/29/2015,27.4
2015,12/28/2015,28.389999
2015,12/24/2015,28.43
2015,12/23/2015,28.440001
2015,12/22/2015,28.219999
2015,12/21/2015,28.120001
2015,12/18/2015,28.02
2015,12/17/2015,28.219999
2015,12/16/2015,28.379999
2015,12/15/2015,28.15
2015,12/14/2015,28
2015,12/11/2015,28.02
2015,12/10/2015,28.309999
2015,12/9/2015,28.299999
2015,12/8/2015,28.4
2015,12/7/2015,28.559999
2015,12/4/2015,28.67
2015,12/3/2015,28.440001
2015,12/2/2015,28.700001
2015,12/1/2015,28.870001
2015,11/30/2015,28.66
2015,11/27/2015,28.73
2015,11/25/2015,28.719999
2015,11/24/2015,28.690001
2015,11/23/2015,28.67
2015,11/20/2015,28.709999
2015,11/19/2015,28.68
2015,11/18/2015,28.620001
2015,11/17/2015,28.41
2015,11/16/2015,28.389999
2015,11/13/2015,28.190001
2015,11/12/2015,28.34
2015,11/11/2015,28.540001
2015,11/10/2015,28.559999
2015,11/9/2015,28.549999
2015,11/6/2015,28.719999
2015,11/5/2015,28.809999
2015,11/4/2015,28.84
2015,11/3/2015,28.9
2015,11/2/2015,28.879999
2015,10/30/2015,28.709999
2015,10/29/2015,28.74
2015,10/28/2015,28.860001
2015,10/27/2015,28.709999
2015,10/26/2015,28.790001
2015,10/23/2015,28.82
2015,10/22/2015,28.690001
2015,10/21/2015,28.440001
2015,10/20/2015,28.51
2015,10/19/2015,28.57
2015,10/16/2015,28.59
2015,10/15/2015,28.559999
2015,10/14/2015,28.309999
2015,10/13/2015,28.32
2015,10/12/2015,28.469999
2015,10/9/2015,28.450001
2015,10/8/2015,28.4
2015,10/7/2015,28.280001
2015,10/6/2015,28.120001
2015,10/5/2015,28.120001
2015,10/2/2015,27.83
2015,10/1/2015,27.559999
2015,9/30/2015,27.52
2015,9/29/2015,27.209999
2015,9/28/2015,27.209999
2015,9/25/2015,27.559999
2015,9/24/2015,27.559999
2015,9/23/2015,27.620001
2015,9/22/2015,27.690001
2015,9/21/2015,27.93
2015,9/18/2015,27.92
2015,9/17/2015,28.18
2015,9/16/2015,28.139999
2015,9/15/2015,27.959999
2015,9/14/2015,27.84
2015,9/11/2015,27.9
2015,9/10/2015,27.85
2015,9/9/2015,27.790001
2015,9/8/2015,27.91
2015,9/4/2015,27.549999
2015,9/3/2015,27.799999
2015,9/2/2015,27.75
2015,9/1/2015,27.52
2015,8/31/2015,27.99
2015,8/28/2015,28.129999
2015,8/27/2015,28.1
2015,8/26/2015,27.73
2015,8/25/2015,27.299999
2015,8/24/2015,27.389999
2015,8/21/2015,28.040001
2015,8/20/2015,28.49
2015,8/19/2015,28.82
2015,8/18/2015,28.950001
2015,8/17/2015,29.040001
2015,8/14/2015,28.969999
2015,8/13/2015,28.93
2015,8/12/2015,28.969999
2015,8/11/2015,29.02
2015,8/10/2015,29.17
2015,8/7/2015,28.98
2015,8/6/2015,29.01
2015,8/5/2015,29.1
2015,8/4/2015,29.07
2015,8/3/2015,29.110001
2015,7/31/2015,29.15
2015,7/30/2015,29.1
2015,7/29/2015,29.1
2015,7/28/2015,28.99
2015,7/27/2015,28.82
2015,7/24/2015,28.940001
2015,7/23/2015,29.120001
2015,7/22/2015,29.18
2015,7/21/2015,29.23
2015,7/20/2015,29.290001
2015,7/17/2015,29.299999
2015,7/16/2015,29.299999
2015,7/15/2015,29.16
2015,7/14/2015,29.18
2015,7/13/2015,29.07
2015,7/10/2015,28.92
2015,7/9/2015,28.68
2015,7/8/2015,28.629999
2015,7/7/2015,28.91
2015,7/6/2015,28.870001
2015,7/2/2015,28.98
2015,7/1/2015,28.969999
2015,6/30/2015,28.91
2015,6/29/2015,28.870001
2015,6/26/2015,29.209999
2015,6/25/2015,29.26
2015,6/24/2015,29.309999
2015,6/23/2015,29.42
2015,6/22/2015,29.41
2015,6/19/2015,29.280001
2015,6/18/2015,29.33
2015,6/17/2015,29.18
2015,6/16/2015,29.15
2015,6/15/2015,29.07
2015,6/12/2015,29.15
2015,6/11/2015,29.27
2015,6/10/2015,29.190001
2015,6/9/2015,28.969999
2015,6/8/2015,29.030001
2015,6/5/2015,29.110001
2015,6/4/2015,29.219999
2015,6/3/2015,29.35
2015,6/2/2015,29.35
2015,6/1/2015,29.389999
2015,5/29/2015,29.4
2015,5/28/2015,29.52
2015,5/27/2015,29.549999
2015,5/26/2015,29.4
2015,5/22/2015,29.57
2015,5/21/2015,29.629999
2015,5/20/2015,29.559999
2015,5/19/2015,29.559999
2015,5/18/2015,29.610001
2015,5/15/2015,29.620001
2015,5/14/2015,29.540001
2015,5/13/2015,29.34
2015,5/12/2015,29.32
2015,5/11/2015,29.370001
2015,5/8/2015,29.51
2015,5/7/2015,29.23
2015,5/6/2015,29.18
2015,5/5/2015,29.25
2015,5/4/2015,29.48
2015,5/1/2015,29.459999
2015,4/30/2015,29.360001
2015,4/29/2015,29.540001
2015,4/28/2015,29.67
2015,4/27/2015,29.67
2015,4/24/2015,29.700001
2015,4/23/2015,29.639999
2015,4/22/2015,29.559999
2015,4/21/2015,29.52
2015,4/20/2015,29.51
2015,4/17/2015,29.42
2015,4/16/2015,29.620001
2015,4/15/2015,29.6
2015,4/14/2015,29.5
2015,4/13/2015,29.440001
2015,4/10/2015,29.49
2015,4/9/2015,29.42
2015,4/8/2015,29.379999
2015,4/7/2015,29.309999
2015,4/6/2015,29.32
2015,4/2/2015,29.18
2015,4/1/2015,29.1
2015,3/31/2015,29.08
2015,3/30/2015,29.219999
2015,3/27/2015,29.040001
2015,3/26/2015,28.98
2015,3/25/2015,29.08
2015,3/24/2015,29.33
2015,3/23/2015,29.379999
2015,3/20/2015,29.370001
2015,3/19/2015,29.139999
2015,3/18/2015,29.27
2015,3/17/2015,28.940001
2015,3/16/2015,28.969999
2015,3/13/2015,28.75
2015,3/12/2015,28.870001
2015,3/11/2015,28.65
2015,3/10/2015,28.629999
2015,3/9/2015,28.9
2015,3/6/2015,28.84
2015,3/5/2015,29.129999
2015,3/4/2015,29.1
2015,3/3/2015,29.18
2015,3/2/2015,29.27
2015,2/27/2015,29.23
2015,2/26/2015,29.25
2015,2/25/2015,29.309999
2015,2/24/2015,29.290001
2015,2/23/2015,29.190001
2015,2/20/2015,29.18
2015,2/19/2015,29.059999
2015,2/18/2015,29.08
2015,2/17/2015,29.030001
2015,2/13/2015,29.040001
2015,2/12/2015,28.959999
2015,2/11/2015,28.76
2015,2/10/2015,28.780001
2015,2/9/2015,28.65
2015,2/6/2015,28.73
2015,2/5/2015,28.879999
2015,2/4/2015,28.719999
2015,2/3/2015,28.790001
2015,2/2/2015,28.58
2015,1/30/2015,28.379999
2015,1/29/2015,28.559999
2015,1/28/2015,28.43
2015,1/27/2015,28.6
2015,1/26/2015,28.74
2015,1/23/2015,28.66
2015,1/22/2015,28.690001
2015,1/21/2015,28.48
2015,1/20/2015,28.42
2015,1/16/2015,28.370001
2015,1/15/2015,28.209999
2015,1/14/2015,28.26
2015,1/13/2015,28.32
2015,1/12/2015,28.32
2015,1/9/2015,28.4
2015,1/8/2015,28.5
2015,1/7/2015,28.24
2015,1/6/2015,28.059999
2015,1/5/2015,28.18
2015,1/2/2015,28.469999
2014,12/31/2014,28.459999
2014,12/30/2014,28.58
2014,12/29/2014,28.67
2014,12/26/2014,29.209999
2014,12/24/2014,29.139999
2014,12/23/2014,29.120001
2014,12/22/2014,29.15
2014,12/19/2014,29.07
2014,12/18/2014,28.99
2014,12/17/2014,28.629999
2014,12/16/2014,28.360001
2014,12/15/2014,28.4
2014,12/12/2014,28.59
2014,12/11/2014,28.82
2014,12/10/2014,28.790001
2014,12/9/2014,29.030001
2014,12/8/2014,29.030001
2014,12/5/2014,29.16
2014,12/4/2014,29.16
2014,12/3/2014,29.18
2014,12/2/2014,29.120001
2014,12/1/2014,29.059999
2014,11/28/2014,29.200001
2014,11/26/2014,29.27
2014,11/25/2014,29.209999
2014,11/24/2014,29.190001
2014,11/21/2014,29.120001
2014,11/20/2014,28.98
2014,11/19/2014,28.940001
2014,11/18/2014,29
2014,11/17/2014,28.879999
2014,11/14/2014,28.92
2014,11/13/2014,28.879999
2014,11/12/2014,28.879999
2014,11/11/2014,28.9
2014,11/10/2014,28.870001
2014,11/7/2014,28.83
2014,11/6/2014,28.780001
2014,11/5/2014,28.780001
2014,11/4/2014,28.709999
2014,11/3/2014,28.780001
2014,10/31/2014,28.83
2014,10/30/2014,28.610001
2014,10/29/2014,28.5
2014,10/28/2014,28.549999
2014,10/27/2014,28.33
2014,10/24/2014,28.370001
2014,10/23/2014,28.27
2014,10/22/2014,28.09
2014,10/21/2014,28.23
2014,10/20/2014,27.950001
2014,10/17/2014,27.799999
2014,10/16/2014,27.6
2014,10/15/2014,27.629999
2014,10/14/2014,27.709999
2014,10/13/2014,27.65
2014,10/10/2014,27.82
2014,10/9/2014,28.030001
2014,10/8/2014,28.4
2014,10/7/2014,28.129999
2014,10/6/2014,28.34
2014,10/3/2014,28.33
2014,10/2/2014,28.190001
2014,10/1/2014,28.219999
2014,9/30/2014,28.4
2014,9/29/2014,28.469999
2014,9/26/2014,28.540001
2014,9/25/2014,28.42
2014,9/24/2014,28.67
2014,9/23/2014,28.549999
2014,9/22/2014,28.66
2014,9/19/2014,28.799999
2014,9/18/2014,28.82
2014,9/17/2014,28.74
2014,9/16/2014,28.75
2014,9/15/2014,28.65
2014,9/12/2014,28.690001
2014,9/11/2014,28.799999
2014,9/10/2014,28.82
2014,9/9/2014,28.780001
2014,9/8/2014,28.91
2014,9/5/2014,28.99
2014,9/4/2014,28.92
2014,9/3/2014,28.99
2014,9/2/2014,28.959999
2014,8/29/2014,28.99
2014,8/28/2014,28.940001
2014,8/27/2014,28.969999
2014,8/26/2014,28.940001
2014,8/25/2014,28.9
2014,8/22/2014,28.809999
2014,8/21/2014,28.84
2014,8/20/2014,28.77
2014,8/19/2014,28.780001
2014,8/18/2014,28.700001
2014,8/15/2014,28.58
2014,8/14/2014,28.549999
2014,8/13/2014,28.459999
2014,8/12/2014,28.33
2014,8/11/2014,28.360001
2014,8/8/2014,28.280001
2014,8/7/2014,28.139999
2014,8/6/2014,28.219999
2014,8/5/2014,28.23
2014,8/4/2014,28.389999
2014,8/1/2014,28.27
2014,7/31/2014,28.299999
2014,7/30/2014,28.629999
2014,7/29/2014,28.66
2014,7/28/2014,28.719999
2014,7/25/2014,28.719999
2014,7/24/2014,28.790001
2014,7/23/2014,28.790001
2014,7/22/2014,28.76
2014,7/21/2014,28.65
2014,7/18/2014,28.690001
2014,7/17/2014,28.540001
2014,7/16/2014,28.700001
2014,7/15/2014,28.620001
2014,7/14/2014,28.68
2014,7/11/2014,28.6
2014,7/10/2014,28.57
2014,7/9/2014,28.66
2014,7/8/2014,28.6
2014,7/7/2014,28.709999
2014,7/3/2014,28.799999
2014,7/2/2014,28.719999
2014,7/1/2014,28.74
2014,6/30/2014,28.629999
2014,6/27/2014,28.610001
2014,6/26/2014,28.58
2014,6/25/2014,28.559999
2014,6/24/2014,28.48
2014,6/23/2014,28.57
2014,6/20/2014,28.59
2014,6/19/2014,28.559999
2014,6/18/2014,28.540001
2014,6/17/2014,28.379999
2014,6/16/2014,28.370001
2014,6/13/2014,28.360001
2014,6/12/2014,28.33
2014,6/11/2014,28.379999
2014,6/10/2014,28.440001
2014,6/9/2014,28.450001
2014,6/6/2014,28.440001
2014,6/5/2014,28.35
2014,6/4/2014,28.209999
2014,6/3/2014,28.18
2014,6/2/2014,28.219999
2014,5/30/2014,28.209999
2014,5/29/2014,28.219999
2014,5/28/2014,28.139999
2014,5/27/2014,28.129999
2014,5/23/2014,28.02
2014,5/22/2014,27.93
2014,5/21/2014,27.879999
2014,5/20/2014,27.76
2014,5/19/2014,27.870001
2014,5/16/2014,27.82
2014,5/15/2014,27.780001
2014,5/14/2014,27.9
2014,5/13/2014,27.93
2014,5/12/2014,27.9
2014,5/9/2014,27.75
2014,5/8/2014,27.74
2014,5/7/2014,27.76
2014,5/6/2014,27.690001
2014,5/5/2014,27.799999
2014,5/2/2014,27.790001
2014,5/1/2014,27.780001
2014,4/30/2014,27.75
2014,4/29/2014,27.68
2014,4/28/2014,27.58
2014,4/25/2014,27.559999
2014,4/24/2014,27.700001
2014,4/23/2014,27.68
2014,4/22/2014,27.709999
2014,4/21/2014,27.620001
2014,4/17/2014,27.57
2014,4/16/2014,27.559999
2014,4/15/2014,27.389999
2014,4/14/2014,27.34
2014,4/11/2014,27.23
2014,4/10/2014,27.379999
2014,4/9/2014,27.690001
2014,4/8/2014,27.49
2014,4/7/2014,27.41
2014,4/4/2014,27.549999
2014,4/3/2014,27.700001
2014,4/2/2014,27.74
2014,4/1/2014,27.719999
2014,3/31/2014,27.6
2014,3/28/2014,27.440001
2014,3/27/2014,27.370001
2014,3/26/2014,27.35
2014,3/25/2014,27.43
2014,3/24/2014,27.34
2014,3/21/2014,27.4
2014,3/20/2014,27.42
2014,3/19/2014,27.379999
2014,3/18/2014,27.549999
2014,3/17/2014,27.41
2014,3/14/2014,27.27
2014,3/13/2014,27.309999
2014,3/12/2014,27.48
2014,3/11/2014,27.48
2014,3/10/2014,27.559999
2014,3/7/2014,27.6
2014,3/6/2014,27.65
2014,3/5/2014,27.610001
2014,3/4/2014,27.6
2014,3/3/2014,27.360001
2014,2/28/2014,27.52
2014,2/27/2014,27.49
2014,2/26/2014,27.389999
2014,2/25/2014,27.379999
2014,2/24/2014,27.370001
2014,2/21/2014,27.27
2014,2/20/2014,27.26
2014,2/19/2014,27.18
2014,2/18/2014,27.290001
2014,2/14/2014,27.219999
2014,2/13/2014,27.129999
2014,2/12/2014,27.02
2014,2/11/2014,27.01
2014,2/10/2014,26.84
2014,2/7/2014,26.83
2014,2/6/2014,26.610001
2014,2/5/2014,26.4
2014,2/4/2014,26.43
2014,2/3/2014,26.34
2014,1/31/2014,26.66
2014,1/30/2014,26.77
2014,1/29/2014,26.620001
2014,1/28/2014,26.75
2014,1/27/2014,26.629999
2014,1/24/2014,26.75
2014,1/23/2014,27.1
2014,1/22/2014,27.209999
2014,1/21/2014,27.200001
2014,1/17/2014,27.139999
2014,1/16/2014,27.200001
2014,1/15/2014,27.190001
2014,1/14/2014,27.120001
2014,1/13/2014,26.98
2014,1/10/2014,27.139999
2014,1/9/2014,27.02
2014,1/8/2014,27.01
2014,1/7/2014,27.02
2014,1/6/2014,26.92
2014,1/3/2014,26.950001
2014,1/2/2014,26.950001
2013,12/31/2013,27.110001
2013,12/30/2013,27.059999
2013,12/27/2013,27.02
2013,12/26/2013,26.99
2013,12/24/2013,27.43
2013,12/23/2013,27.41
2013,12/20/2013,27.309999
2013,12/19/2013,27.190001
2013,12/18/2013,27.23
2013,12/17/2013,26.99
2013,12/16/2013,27.030001
2013,12/13/2013,26.91
2013,12/12/2013,26.91
2013,12/11/2013,26.98
2013,12/10/2013,27.190001
2013,12/9/2013,27.219999
2013,12/6/2013,27.18
2013,12/5/2013,27
2013,12/4/2013,27.059999
2013,12/3/2013,27.129999
2013,12/2/2013,27.200001
2013,11/29/2013,27.299999
2013,11/27/2013,27.280001
2013,11/26/2013,27.24
2013,11/25/2013,27.219999
2013,11/22/2013,27.25
2013,11/21/2013,27.15
2013,11/20/2013,27.040001
2013,11/19/2013,27.139999
2013,11/18/2013,27.190001
2013,11/15/2013,27.219999
2013,11/14/2013,27.120001
2013,11/13/2013,27.01
2013,11/12/2013,26.879999
2013,11/11/2013,26.93
2013,11/8/2013,26.92
2013,11/7/2013,26.799999
2013,11/6/2013,27.02
2013,11/5/2013,26.940001
2013,11/4/2013,27.030001
2013,11/1/2013,26.959999
2013,10/31/2013,26.98
2013,10/30/2013,27.049999
2013,10/29/2013,27.129999
2013,10/28/2013,27.049999
2013,10/25/2013,27.059999
2013,10/24/2013,27.02
2013,10/23/2013,26.959999
2013,10/22/2013,27.059999
2013,10/21/2013,26.92
2013,10/18/2013,26.91
2013,10/17/2013,26.799999
2013,10/16/2013,26.639999
2013,10/15/2013,26.41
2013,10/14/2013,26.51
2013,10/11/2013,26.459999
2013,10/10/2013,26.35
2013,10/9/2013,26.030001
2013,10/8/2013,26.02
2013,10/7/2013,26.209999
2013,10/4/2013,26.34
2013,10/3/2013,26.26
2013,10/2/2013,26.379999
2013,10/1/2013,26.379999
2013,9/30/2013,26.26
2013,9/27/2013,26.35
2013,9/26/2013,26.389999
2013,9/25/2013,26.34
2013,9/24/2013,26.360001
2013,9/23/2013,26.35
2013,9/20/2013,26.389999
2013,9/19/2013,26.51
2013,9/18/2013,26.540001
2013,9/17/2013,26.25
2013,9/16/2013,26.16
2013,9/13/2013,26.049999
2013,9/12/2013,25.99
2013,9/11/2013,26.059999
2013,9/10/2013,25.99
2013,9/9/2013,25.870001
2013,9/6/2013,25.66
2013,9/5/2013,25.6
2013,9/4/2013,25.610001
2013,9/3/2013,25.51
2013,8/30/2013,25.41
2013,8/29/2013,25.5
2013,8/28/2013,25.440001
2013,8/27/2013,25.440001
2013,8/26/2013,25.68
2013,8/23/2013,25.73
2013,8/22/2013,25.620001
2013,8/21/2013,25.48
2013,8/20/2013,25.629999
2013,8/19/2013,25.559999
2013,8/16/2013,25.690001
2013,8/15/2013,25.75
2013,8/14/2013,25.969999
2013,8/13/2013,26.02
2013,8/12/2013,26.01
2013,8/9/2013,26.02
2013,8/8/2013,26.040001
2013,8/7/2013,25.940001
2013,8/6/2013,26
2013,8/5/2013,26.1
2013,8/2/2013,26.110001
2013,8/1/2013,26.030001
2013,7/31/2013,25.870001
2013,7/30/2013,25.860001
2013,7/29/2013,25.85
2013,7/26/2013,25.940001
2013,7/25/2013,25.969999
2013,7/24/2013,25.9
2013,7/23/2013,26
2013,7/22/2013,26.01
2013,7/19/2013,25.940001
2013,7/18/2013,25.91
2013,7/17/2013,25.84
2013,7/16/2013,25.77
2013,7/15/2013,25.799999
2013,7/12/2013,25.74
2013,7/11/2013,25.719999
2013,7/10/2013,25.4
2013,7/9/2013,25.389999
2013,7/8/2013,25.27
2013,7/5/2013,25.17
2013,7/3/2013,25.110001
2013,7/2/2013,25.139999
2013,7/1/2013,25.16
2013,6/28/2013,25.030001
2013,6/27/2013,25.07
2013,6/26/2013,24.879999
2013,6/25/2013,24.719999
2013,6/24/2013,24.58
2013,6/21/2013,24.82
2013,6/20/2013,24.85
2013,6/19/2013,25.34
2013,6/18/2013,25.620001
2013,6/17/2013,25.52
2013,6/14/2013,25.389999
2013,6/13/2013,25.469999
2013,6/12/2013,25.209999
2013,6/11/2013,25.35
2013,6/10/2013,25.52
2013,6/7/2013,25.530001
2013,6/6/2013,25.4
2013,6/5/2013,25.280001
2013,6/4/2013,25.51
2013,6/3/2013,25.59
2013,5/31/2013,25.5
2013,5/30/2013,25.76
2013,5/29/2013,25.690001
2013,5/28/2013,25.799999
2013,5/24/2013,25.77
2013,5/23/2013,25.799999
2013,5/22/2013,25.9
2013,5/21/2013,26.09
2013,5/20/2013,26.049999
2013,5/17/2013,26.030001
2013,5/16/2013,25.91
2013,5/15/2013,25.98
2013,5/14/2013,25.9
2013,5/13/2013,25.780001
2013,5/10/2013,25.809999
2013,5/9/2013,25.77
2013,5/8/2013,25.860001
2013,5/7/2013,25.76
2013,5/6/2013,25.68
2013,5/3/2013,25.66
2013,5/2/2013,25.530001
2013,5/1/2013,25.41
2013,4/30/2013,25.540001
2013,4/29/2013,25.469999
2013,4/26/2013,25.35
2013,4/25/2013,25.360001
2013,4/24/2013,25.280001
2013,4/23/2013,25.23
2013,4/22/2013,25.059999
2013,4/19/2013,25
2013,4/18/2013,24.860001
2013,4/17/2013,24.93
2013,4/16/2013,25.18
2013,4/15/2013,24.959999
2013,4/12/2013,25.34
2013,4/11/2013,25.360001
2013,4/10/2013,25.290001
2013,4/9/2013,25.110001
2013,4/8/2013,25.049999
2013,4/5/2013,24.98
2013,4/4/2013,25.02
2013,4/3/2013,24.93
2013,4/2/2013,25.07
2013,4/1/2013,25.01
2013,3/28/2013,25.110001
2013,3/27/2013,25.040001
2013,3/26/2013,25.040001
2013,3/25/2013,24.93
2013,3/22/2013,24.99
2013,3/21/2013,24.9
2013,3/20/2013,25
2013,3/19/2013,24.92
2013,3/18/2013,24.950001
2013,3/15/2013,25.049999
2013,3/14/2013,25.049999
2013,3/13/2013,24.940001
2013,3/12/2013,24.950001
2013,3/11/2013,24.98
2013,3/8/2013,24.93
2013,3/7/2013,24.889999
2013,3/6/2013,24.860001
2013,3/5/2013,24.860001
