Date,Close,y,m
8/23/2013,28,2013,8
8/22/2013,27.870001,2013,8
8/21/2013,27.639999,2013,8
8/20/2013,27.84,2013,8
8/19/2013,27.76,2013,8
8/16/2013,27.940001,2013,8
8/15/2013,28,2013,8
8/14/2013,28.309999,2013,8
8/13/2013,28.4,2013,8
8/12/2013,28.33,2013,8
8/9/2013,28.34,2013,8
8/8/2013,28.370001,2013,8
8/7/2013,28.219999,2013,8
8/6/2013,28.34,2013,8
8/5/2013,28.49,2013,8
8/2/2013,28.5,2013,8
8/1/2013,28.41,2013,8
7/31/2013,28.120001,2013,7
7/30/2013,28.1,2013,7
7/29/2013,28.09,2013,7
7/26/2013,28.219999,2013,7
7/25/2013,28.26,2013,7
7/24/2013,28.17,2013,7
7/23/2013,28.290001,2013,7
7/22/2013,28.280001,2013,7
7/19/2013,28.200001,2013,7
7/18/2013,28.18,2013,7
7/17/2013,28.049999,2013,7
7/16/2013,27.959999,2013,7
7/15/2013,28.030001,2013,7
7/12/2013,27.950001,2013,7
7/11/2013,27.92,2013,7
7/10/2013,27.48,2013,7
7/9/2013,27.450001,2013,7
7/8/2013,27.27,2013,7
7/5/2013,27.15,2013,7
7/3/2013,26.969999,2013,7
7/2/2013,26.99,2013,7
7/1/2013,27.040001,2013,7
6/28/2013,26.85,2013,6
6/27/2013,26.91,2013,6
6/26/2013,26.67,2013,6
6/25/2013,26.450001,2013,6
6/24/2013,26.23,2013,6
6/21/2013,26.57,2013,6
6/20/2013,26.540001,2013,6
6/19/2013,27.219999,2013,6
6/18/2013,27.610001,2013,6
6/17/2013,27.450001,2013,6
6/14/2013,27.24,2013,6
6/13/2013,27.389999,2013,6
6/12/2013,27.030001,2013,6
6/11/2013,27.209999,2013,6
6/10/2013,27.48,2013,6
6/7/2013,27.48,2013,6
6/6/2013,27.24,2013,6
6/5/2013,27.049999,2013,6
6/4/2013,27.42,2013,6
6/3/2013,27.51,2013,6
5/31/2013,27.389999,2013,5
5/30/2013,27.77,2013,5
5/29/2013,27.67,2013,5
5/28/2013,27.84,2013,5
5/24/2013,27.73,2013,5
5/23/2013,27.790001,2013,5
5/22/2013,27.93,2013,5
5/21/2013,28.18,2013,5
5/20/2013,28.129999,2013,5
5/17/2013,28.1,2013,5
5/16/2013,27.889999,2013,5
5/15/2013,28.02,2013,5
5/14/2013,27.91,2013,5
5/13/2013,27.709999,2013,5
5/10/2013,27.73,2013,5
5/9/2013,27.639999,2013,5
5/8/2013,27.780001,2013,5
5/7/2013,27.620001,2013,5
5/6/2013,27.5,2013,5
5/3/2013,27.459999,2013,5
5/2/2013,27.219999,2013,5
5/1/2013,27.040001,2013,5
4/30/2013,27.26,2013,4
4/29/2013,27.15,2013,4
4/26/2013,26.959999,2013,4
4/25/2013,27,2013,4
4/24/2013,26.879999,2013,4
4/23/2013,26.799999,2013,4
4/22/2013,26.549999,2013,4
4/19/2013,26.450001,2013,4
4/18/2013,26.23,2013,4
4/17/2013,26.35,2013,4
4/16/2013,26.73,2013,4
4/15/2013,26.379999,2013,4
4/12/2013,26.959999,2013,4
4/11/2013,27.040001,2013,4
4/10/2013,26.940001,2013,4
4/9/2013,26.639999,2013,4
4/8/2013,26.549999,2013,4
4/5/2013,26.41,2013,4
4/4/2013,26.52,2013,4
4/3/2013,26.4,2013,4
4/2/2013,26.65,2013,4
4/1/2013,26.549999,2013,4
3/28/2013,26.700001,2013,3
3/27/2013,26.6,2013,3
3/26/2013,26.620001,2013,3
3/25/2013,26.450001,2013,3
3/22/2013,26.549999,2013,3
3/21/2013,26.41,2013,3
3/20/2013,26.59,2013,3
3/19/2013,26.440001,2013,3
3/18/2013,26.5,2013,3
3/15/2013,26.67,2013,3
3/14/2013,26.68,2013,3
3/13/2013,26.52,2013,3
3/12/2013,26.52,2013,3
3/11/2013,26.58,2013,3
3/8/2013,26.51,2013,3
3/7/2013,26.42,2013,3
3/6/2013,26.370001,2013,3
3/5/2013,26.34,2013,3
3/4/2013,26.1,2013,3
3/1/2013,26.040001,2013,3
2/28/2013,26,2013,2
2/27/2013,26.02,2013,2
2/26/2013,25.73,2013,2
2/25/2013,25.610001,2013,2
2/22/2013,26.01,2013,2
2/21/2013,25.780001,2013,2
2/20/2013,25.98,2013,2
2/19/2013,26.27,2013,2
2/15/2013,26.09,2013,2
2/14/2013,26.120001,2013,2
2/13/2013,26.129999,2013,2
2/12/2013,26.09,2013,2
2/11/2013,26.030001,2013,2
2/8/2013,26.059999,2013,2
2/7/2013,25.92,2013,2
2/6/2013,26,2013,2
2/5/2013,25.99,2013,2
2/4/2013,25.790001,2013,2
2/1/2013,26.07,2013,2
1/31/2013,25.860001,2013,1
1/30/2013,25.889999,2013,1
1/29/2013,25.959999,2013,1
1/28/2013,25.84,2013,1
1/25/2013,25.91,2013,1
1/24/2013,25.780001,2013,1
1/23/2013,25.76,2013,1
1/22/2013,25.76,2013,1
1/18/2013,25.67,2013,1
1/17/2013,25.620001,2013,1
1/16/2013,25.469999,2013,1
1/15/2013,25.5,2013,1
1/14/2013,25.48,2013,1
1/11/2013,25.48,2013,1
1/10/2013,25.49,2013,1
1/9/2013,25.299999,2013,1
1/8/2013,25.219999,2013,1
1/7/2013,25.299999,2013,1
1/4/2013,25.370001,2013,1
1/3/2013,25.25,2013,1
1/2/2013,25.33,2013,1
12/31/2012,24.799999,2012,12
12/28/2012,24.48,2012,12
12/27/2012,25.139999,2012,12
12/26/2012,25.129999,2012,12
12/24/2012,25.200001,2012,12
12/21/2012,25.25,2012,12
12/20/2012,25.450001,2012,12
12/19/2012,25.309999,2012,12
12/18/2012,25.389999,2012,12
12/17/2012,25.16,2012,12
12/14/2012,24.950001,2012,12
12/13/2012,24.98,2012,12
12/12/2012,25.1,2012,12
12/11/2012,25.07,2012,12
12/10/2012,24.93,2012,12
12/7/2012,24.91,2012,12
12/6/2012,24.860001,2012,12
12/5/2012,24.799999,2012,12
12/4/2012,24.74,2012,12
12/3/2012,24.73,2012,12
11/30/2012,24.809999,2012,11
11/29/2012,24.799999,2012,11
11/28/2012,24.66,2012,11
11/27/2012,24.49,2012,11
11/26/2012,24.59,2012,11
11/23/2012,24.639999,2012,11
11/21/2012,24.309999,2012,11
11/20/2012,24.26,2012,11
11/19/2012,24.25,2012,11
11/16/2012,23.84,2012,11
11/15/2012,23.75,2012,11
11/14/2012,23.77,2012,11
11/13/2012,24.059999,2012,11
11/12/2012,24.15,2012,11
11/9/2012,24.15,2012,11
11/8/2012,24.129999,2012,11
11/7/2012,24.360001,2012,11
11/6/2012,24.82,2012,11
11/5/2012,24.65,2012,11
11/2/2012,24.59,2012,11
11/1/2012,24.809999,2012,11
10/31/2012,24.57,2012,10
10/26/2012,24.530001,2012,10
10/25/2012,24.559999,2012,10
10/24/2012,24.49,2012,10
10/23/2012,24.530001,2012,10
10/22/2012,24.85,2012,10
10/19/2012,24.809999,2012,10
10/18/2012,25.15,2012,10
10/17/2012,25.209999,2012,10
10/16/2012,25.08,2012,10
10/15/2012,24.84,2012,10
10/12/2012,24.67,2012,10
10/11/2012,24.73,2012,10
10/10/2012,24.67,2012,10
10/9/2012,24.790001,2012,10
10/8/2012,25.01,2012,10
10/5/2012,25.120001,2012,10
10/4/2012,25.120001,2012,10
10/3/2012,24.950001,2012,10
10/2/2012,24.91,2012,10
10/1/2012,24.879999,2012,10
9/28/2012,24.809999,2012,9
9/27/2012,24.950001,2012,9
9/26/2012,24.719999,2012,9
9/25/2012,24.860001,2012,9
9/24/2012,25.08,2012,9
9/21/2012,25.139999,2012,9
9/20/2012,25.120001,2012,9
9/19/2012,25.18,2012,9
9/18/2012,25.139999,2012,9
9/17/2012,25.190001,2012,9
9/14/2012,25.290001,2012,9
9/13/2012,25.129999,2012,9
9/12/2012,24.780001,2012,9
9/11/2012,24.709999,2012,9
9/10/2012,24.6,2012,9
9/7/2012,24.719999,2012,9
9/6/2012,24.559999,2012,9
9/5/2012,24.110001,2012,9
9/4/2012,24.139999,2012,9
8/31/2012,24.17,2012,8
8/30/2012,24.030001,2012,8
8/29/2012,24.23,2012,8
8/28/2012,24.219999,2012,8
8/27/2012,24.23,2012,8
8/24/2012,24.25,2012,8
8/23/2012,24.15,2012,8
8/22/2012,24.32,2012,8
8/21/2012,24.299999,2012,8
8/20/2012,24.309999,2012,8
8/17/2012,24.33,2012,8
8/16/2012,24.280001,2012,8
8/15/2012,24.110001,2012,8
8/14/2012,24.08,2012,8
8/13/2012,24.09,2012,8
8/10/2012,24.129999,2012,8
8/9/2012,24.1,2012,8
8/8/2012,24.059999,2012,8
8/7/2012,24.040001,2012,8
8/6/2012,23.91,2012,8
8/3/2012,23.83,2012,8
8/2/2012,23.379999,2012,8
8/1/2012,23.549999,2012,8
7/31/2012,23.629999,2012,7
7/30/2012,23.719999,2012,7
7/27/2012,23.719999,2012,7
7/26/2012,23.32,2012,7
7/25/2012,22.940001,2012,7
7/24/2012,22.9,2012,7
7/23/2012,23.1,2012,7
7/20/2012,23.370001,2012,7
7/19/2012,23.629999,2012,7
7/18/2012,23.530001,2012,7
7/17/2012,23.41,2012,7
7/16/2012,23.280001,2012,7
7/13/2012,23.32,2012,7
7/12/2012,23,2012,7
7/11/2012,23.139999,2012,7
7/10/2012,23.129999,2012,7
7/9/2012,23.290001,2012,7
7/6/2012,23.34,2012,7
7/5/2012,23.559999,2012,7
7/3/2012,23.68,2012,7
7/2/2012,23.5,2012,7
6/29/2012,23.41,2012,6
6/28/2012,22.82,2012,6
6/27/2012,22.860001,2012,6
6/26/2012,22.67,2012,6
6/25/2012,22.57,2012,6
6/22/2012,22.91,2012,6
6/21/2012,22.790001,2012,6
6/20/2012,23.280001,2012,6
6/19/2012,23.280001,2012,6
6/18/2012,23.02,2012,6
6/15/2012,22.99,2012,6
6/14/2012,22.75,2012,6
6/13/2012,22.559999,2012,6
6/12/2012,22.700001,2012,6
6/11/2012,22.450001,2012,6
6/8/2012,22.709999,2012,6
6/7/2012,22.610001,2012,6
6/6/2012,22.620001,2012,6
6/5/2012,22.139999,2012,6
6/4/2012,22.01,2012,6
6/1/2012,22.01,2012,6
5/31/2012,22.5,2012,5
5/30/2012,22.5,2012,5
5/29/2012,22.84,2012,5
5/25/2012,22.59,2012,5
5/24/2012,22.629999,2012,5
5/23/2012,22.620001,2012,5
5/22/2012,22.65,2012,5
5/21/2012,22.67,2012,5
5/18/2012,22.32,2012,5
5/17/2012,22.49,2012,5
5/16/2012,22.790001,2012,5
5/15/2012,22.92,2012,5
5/14/2012,23.08,2012,5
5/11/2012,23.360001,2012,5
5/10/2012,23.440001,2012,5
5/9/2012,23.370001,2012,5
5/8/2012,23.540001,2012,5
5/7/2012,23.690001,2012,5
5/4/2012,23.65,2012,5
5/3/2012,23.99,2012,5
5/2/2012,24.18,2012,5
5/1/2012,24.23,2012,5
4/30/2012,24.15,2012,4
4/27/2012,24.23,2012,4
4/26/2012,24.16,2012,4
4/25/2012,24.030001,2012,4
4/24/2012,23.74,2012,4
4/23/2012,23.65,2012,4
4/20/2012,23.889999,2012,4
4/19/2012,23.82,2012,4
4/18/2012,23.92,2012,4
4/17/2012,24.02,2012,4
4/16/2012,23.709999,2012,4
4/13/2012,23.68,2012,4
4/12/2012,23.98,2012,4
4/11/2012,23.65,2012,4
4/10/2012,23.459999,2012,4
4/9/2012,23.85,2012,4
4/5/2012,24.059999,2012,4
4/4/2012,24.07,2012,4
4/3/2012,24.379999,2012,4
4/2/2012,24.52,2012,4
3/30/2012,24.33,2012,3
3/29/2012,24.25,2012,3
3/28/2012,24.309999,2012,3
3/27/2012,24.43,2012,3
3/26/2012,24.51,2012,3
3/23/2012,24.209999,2012,3
3/22/2012,24.1,2012,3
3/21/2012,24.27,2012,3
3/20/2012,24.309999,2012,3
3/19/2012,24.450001,2012,3
3/16/2012,24.370001,2012,3
3/15/2012,24.33,2012,3
3/14/2012,24.18,2012,3
3/13/2012,24.280001,2012,3
3/12/2012,23.91,2012,3
3/9/2012,23.940001,2012,3
3/8/2012,23.889999,2012,3
3/7/2012,23.610001,2012,3
3/6/2012,23.440001,2012,3
3/5/2012,23.870001,2012,3
3/2/2012,23.969999,2012,3
3/1/2012,24.08,2012,3
2/29/2012,23.93,2012,2
2/28/2012,24.059999,2012,2
2/27/2012,23.959999,2012,2
2/24/2012,23.98,2012,2
2/23/2012,23.92,2012,2
2/22/2012,23.799999,2012,2
2/21/2012,23.860001,2012,2
2/17/2012,23.85,2012,2
2/16/2012,23.809999,2012,2
2/15/2012,23.57,2012,2
2/14/2012,23.620001,2012,2
2/13/2012,23.68,2012,2
2/10/2012,23.5,2012,2
2/9/2012,23.719999,2012,2
2/8/2012,23.690001,2012,2
2/7/2012,23.629999,2012,2
2/6/2012,23.58,2012,2
2/3/2012,23.620001,2012,2
2/2/2012,23.309999,2012,2
2/1/2012,23.25,2012,2
1/31/2012,23,2012,1
1/30/2012,22.969999,2012,1
1/27/2012,23.08,2012,1
1/26/2012,23.059999,2012,1
1/25/2012,23.120001,2012,1
1/24/2012,22.91,2012,1
1/23/2012,22.940001,2012,1
1/20/2012,22.889999,2012,1
1/19/2012,22.870001,2012,1
1/18/2012,22.74,2012,1
1/17/2012,22.469999,2012,1
1/13/2012,22.34,2012,1
1/12/2012,22.459999,2012,1
1/11/2012,22.389999,2012,1
1/10/2012,22.389999,2012,1
1/9/2012,22.16,2012,1
1/6/2012,22.110001,2012,1
1/5/2012,22.18,2012,1
1/4/2012,22.200001,2012,1
1/3/2012,22.23,2012,1
